District,State,Accident_Date,Accident_Time,Weather_Condition,Road_Type,Vehicles_Involved,Casualties,Latitude,Longitude
Bengaluru,Karnataka,2023-08-25,09:18:29,Foggy,Highway,5,1,34.066265,69.207691
Imphal,Manipur,2024-12-02,12:55:06,Rainy,Highway,1,5,35.933475,93.3792
Hubli,Karnataka,2023-03-10,17:12:21,Clear,Highway,2,2,12.674478,76.675666
Dharamshala,Himachal Pradesh,2024-11-01,04:40:08,Rainy,Rural Road,1,10,22.096484,68.310415
Gaya,Bihar,2023-10-18,15:58:47,Foggy,Highway,1,9,35.012215,96.517204
Thrissur,Kerala,2023-07-07,02:26:12,Cloudy,Urban Road,3,3,28.835787,83.902456
Nagpur,Maharashtra,2021-05-29,10:28:57,Stormy,Rural Road,2,7,18.388211,96.710218
Lucknow,Uttar Pradesh,2022-03-19,01:24:03,Clear,Rural Road,3,1,32.540558,72.346009
Ranchi,Jharkhand,2023-09-18,04:33:38,Rainy,Highway,1,10,20.443595,85.124107
Coimbatore,Tamil Nadu,2024-06-15,06:43:42,Foggy,Rural Road,1,1,26.109535,91.55852
Aizawl,Mizoram,2023-02-10,22:50:41,Cloudy,Rural Road,1,6,35.841475,75.967811
Gaya,Bihar,2023-02-01,23:31:46,Cloudy,Rural Road,4,4,8.027685,76.917413
Mysuru,Karnataka,2021-08-18,19:40:07,Stormy,Urban Road,1,6,30.536113,73.821202
Bhubaneswar,Odisha,2022-03-11,17:49:38,Clear,Urban Road,4,8,14.411171,86.385457
Kohima,Nagaland,2024-07-01,13:30:55,Cloudy,Highway,5,6,30.02254,73.742435
Itanagar,Arunachal Pradesh,2022-10-08,15:57:37,Cloudy,Rural Road,1,10,19.309722,69.130414
Kohima,Nagaland,2024-04-06,01:51:29,Cloudy,Highway,5,2,12.096921,79.366344
Mysuru,Karnataka,2021-11-02,04:10:31,Stormy,Rural Road,4,6,33.63959,77.818226
Varanasi,Uttar Pradesh,2023-11-21,13:19:40,Cloudy,Urban Road,2,9,33.653685,76.941789
Thrissur,Kerala,2023-04-16,21:45:19,Foggy,Highway,5,4,30.166904,69.412696
Aizawl,Mizoram,2024-10-04,09:38:58,Cloudy,Rural Road,5,6,24.940689,83.159434
Kanpur,Uttar Pradesh,2024-09-27,14:30:29,Stormy,Urban Road,1,1,26.236245,91.157365
Udaipur,Rajasthan,2024-04-12,06:50:41,Foggy,Rural Road,1,8,31.62315,88.803566
Lucknow,Uttar Pradesh,2023-07-05,03:13:44,Cloudy,Urban Road,3,9,31.079033,83.410756
Guwahati,Assam,2023-01-12,13:50:34,Rainy,Urban Road,2,10,25.216263,81.740584
Agartala,Tripura,2021-06-01,16:19:16,Cloudy,Highway,5,3,18.273188,85.724063
Kohima,Nagaland,2022-12-19,11:12:38,Stormy,Urban Road,2,0,29.801061,85.080166
Gaya,Bihar,2024-12-01,06:17:16,Stormy,Highway,5,1,31.173996,95.935469
Tawang,Arunachal Pradesh,2021-11-06,05:19:17,Foggy,Highway,1,0,16.784247,68.316422
Shimla,Himachal Pradesh,2024-08-16,00:04:54,Rainy,Rural Road,3,2,26.697906,73.834391
Bengaluru,Karnataka,2022-02-01,07:43:52,Clear,Rural Road,1,6,12.102068,88.707497
Guntur,Andhra Pradesh,2022-08-01,23:50:38,Cloudy,Rural Road,4,4,9.916628,78.355776
Imphal,Manipur,2023-05-18,12:27:35,Clear,Urban Road,3,9,8.991985,68.605112
Guntur,Andhra Pradesh,2021-12-27,08:16:22,Cloudy,Urban Road,5,1,10.608493,92.527342
Agartala,Tripura,2024-11-09,19:30:38,Cloudy,Highway,1,10,13.953872,94.926977
Idukki,Kerala,2023-06-30,01:45:44,Cloudy,Urban Road,2,10,11.347587,84.875973
Udaipur,Rajasthan,2024-03-12,18:13:15,Cloudy,Urban Road,2,1,14.287166,88.770924
Itanagar,Arunachal Pradesh,2024-02-11,19:04:08,Foggy,Rural Road,5,3,33.312232,90.128265
Raipur,Chhattisgarh,2023-12-05,00:35:23,Stormy,Rural Road,4,8,34.710157,86.900294
Aizawl,Mizoram,2022-05-11,17:47:07,Rainy,Rural Road,3,9,8.711821,80.223568
Pune,Maharashtra,2023-07-07,21:09:31,Clear,Urban Road,4,0,20.942864,79.234887
Amritsar,Punjab,2023-03-16,22:44:20,Rainy,Highway,3,10,25.119044,72.712746
Warangal,Telangana,2024-05-17,02:38:08,Foggy,Urban Road,4,6,25.419786,84.631101
Cuttack,Odisha,2022-09-17,00:57:17,Rainy,Highway,4,5,11.895227,76.157662
Ludhiana,Punjab,2021-10-10,04:45:13,Rainy,Urban Road,5,0,21.634949,81.74983
Kolkata,West Bengal,2023-03-01,08:03:43,Clear,Rural Road,2,5,19.4201,92.744232
New Delhi,Delhi,2021-08-20,15:26:09,Cloudy,Urban Road,4,4,10.164358,94.517765
Cuttack,Odisha,2024-08-02,10:49:50,Cloudy,Highway,2,4,17.231213,77.549933
Guwahati,Assam,2021-04-05,12:47:25,Cloudy,Urban Road,4,4,25.712927,84.395076
Darjeeling,West Bengal,2021-04-01,15:21:44,Rainy,Urban Road,5,10,12.791757,89.686775
Chennai,Tamil Nadu,2022-08-14,19:18:52,Foggy,Rural Road,5,5,23.794321,69.687947
Lucknow,Uttar Pradesh,2024-04-21,13:10:48,Clear,Rural Road,2,1,19.943321,78.9392
Ranchi,Jharkhand,2022-10-25,17:48:49,Rainy,Highway,5,9,17.298343,85.490128
Dimapur,Nagaland,2023-08-27,17:18:18,Clear,Rural Road,5,10,35.120999,92.813201
Aizawl,Mizoram,2023-07-20,02:19:39,Cloudy,Rural Road,3,1,10.848393,85.688558
Gurgaon,Haryana,2021-07-24,22:19:53,Clear,Rural Road,2,4,13.271046,94.648351
Jamshedpur,Jharkhand,2024-12-31,12:11:22,Stormy,Rural Road,2,3,13.796471,75.30462
Surat,Gujarat,2022-03-11,22:51:43,Clear,Urban Road,4,6,20.990631,83.270655
Shillong,Meghalaya,2023-12-25,23:04:12,Stormy,Urban Road,3,0,28.310363,91.5494
Dehradun,Uttarakhand,2024-06-24,07:59:18,Clear,Rural Road,4,5,23.780437,94.747427
Hyderabad,Telangana,2022-03-05,14:45:29,Clear,Rural Road,2,4,28.025214,70.65944
Haridwar,Uttarakhand,2023-10-10,16:16:30,Stormy,Urban Road,5,3,26.888284,94.328165
Aizawl,Mizoram,2023-06-14,19:29:36,Rainy,Urban Road,4,7,27.007144,91.076643
Margao,Goa,2021-02-25,03:28:59,Foggy,Rural Road,2,1,29.954041,76.188564
Ahmedabad,Gujarat,2021-12-01,03:02:07,Cloudy,Rural Road,1,0,25.979683,74.091746
Imphal,Manipur,2021-07-27,08:47:08,Cloudy,Rural Road,4,3,34.76534,87.34792
Ahmedabad,Gujarat,2025-02-13,18:30:36,Stormy,Highway,2,7,22.758353,73.234628
Hubli,Karnataka,2024-10-25,00:31:42,Stormy,Rural Road,1,6,21.664722,73.807298
Bhopal,Madhya Pradesh,2024-12-17,07:09:51,Cloudy,Rural Road,1,4,9.185889,93.507818
Shillong,Meghalaya,2024-11-27,15:40:19,Cloudy,Urban Road,5,7,29.5146,84.306879
New Delhi,Delhi,2021-04-22,04:11:36,Cloudy,Rural Road,5,10,34.301859,82.553149
Jamshedpur,Jharkhand,2024-05-04,22:14:41,Foggy,Highway,5,9,8.119785,92.22669
Faridabad,Haryana,2023-01-16,16:08:52,Rainy,Rural Road,2,6,35.162596,92.337673
Bhubaneswar,Odisha,2023-01-10,21:56:32,Rainy,Highway,1,9,30.015165,86.064824
Nellore,Andhra Pradesh,2024-05-17,02:50:49,Rainy,Rural Road,3,3,20.020648,87.582507
Ranchi,Jharkhand,2022-06-02,11:20:06,Foggy,Highway,5,5,16.851324,88.520376
Ludhiana,Punjab,2023-10-06,12:03:18,Clear,Urban Road,2,6,19.729757,68.834607
Dharamshala,Himachal Pradesh,2024-12-04,19:29:18,Cloudy,Highway,3,9,10.460455,78.959043
Bhubaneswar,Odisha,2024-07-27,11:39:23,Foggy,Urban Road,5,0,23.384278,69.119167
Shillong,Meghalaya,2022-04-21,13:03:28,Stormy,Urban Road,4,9,33.183605,69.930483
Ludhiana,Punjab,2021-08-27,08:35:23,Cloudy,Rural Road,5,10,12.09026,79.640512
Guwahati,Assam,2023-09-20,10:50:22,Stormy,Urban Road,5,6,9.344665,70.994954
Kohima,Nagaland,2021-09-19,15:15:38,Clear,Urban Road,3,7,32.880032,94.679846
Agartala,Tripura,2022-01-30,09:13:06,Rainy,Highway,1,8,17.884742,74.805262
Bhilai,Chhattisgarh,2023-11-15,09:28:24,Stormy,Urban Road,4,5,17.378098,82.389457
Guwahati,Assam,2021-10-19,10:57:20,Clear,Urban Road,5,9,13.317484,90.419898
Aizawl,Mizoram,2023-02-22,14:36:59,Stormy,Rural Road,3,4,20.893703,74.901969
Dehradun,Uttarakhand,2024-09-13,22:39:51,Clear,Urban Road,2,5,34.949896,81.794765
Shimla,Himachal Pradesh,2023-11-06,10:15:45,Stormy,Highway,2,10,29.151324,76.823153
Nellore,Andhra Pradesh,2022-11-13,00:12:41,Foggy,Rural Road,1,9,11.491393,89.339859
Mumbai,Maharashtra,2023-10-18,23:17:11,Clear,Highway,5,5,34.867559,75.800822
Haridwar,Uttarakhand,2022-01-18,15:23:38,Cloudy,Urban Road,2,1,23.828495,68.271138
Jamshedpur,Jharkhand,2023-02-11,03:16:12,Rainy,Highway,3,2,13.445623,73.350671
Udaipur,Rajasthan,2022-07-21,21:38:48,Rainy,Urban Road,1,3,22.518816,87.073953
Vadodara,Gujarat,2024-09-06,14:33:47,Cloudy,Highway,4,10,10.134543,70.556505
Ludhiana,Punjab,2024-12-16,03:03:12,Foggy,Rural Road,4,9,9.993241,78.041394
Nellore,Andhra Pradesh,2021-10-02,04:42:29,Cloudy,Highway,5,10,18.053591,70.669335
Bhopal,Madhya Pradesh,2023-11-14,06:59:39,Stormy,Urban Road,1,1,12.860291,85.775764
Shillong,Meghalaya,2023-06-08,23:09:23,Clear,Highway,3,5,35.55327,96.013333
Raipur,Chhattisgarh,2022-09-24,02:23:48,Rainy,Rural Road,1,2,30.155491,80.078091
Hubli,Karnataka,2021-06-24,02:55:04,Clear,Highway,4,6,10.138336,80.65152
Kanpur,Uttar Pradesh,2022-07-24,11:57:16,Foggy,Rural Road,5,5,30.914957,93.050764
Amritsar,Punjab,2024-05-31,05:16:45,Cloudy,Urban Road,4,9,20.422684,84.067244
Bhopal,Madhya Pradesh,2024-05-05,09:55:59,Clear,Rural Road,3,2,20.200654,86.889753
Cuttack,Odisha,2022-07-10,11:10:42,Rainy,Highway,3,1,27.681828,80.405295
Faridabad,Haryana,2021-06-02,06:51:44,Clear,Highway,2,6,11.851173,73.618389
Guntur,Andhra Pradesh,2023-12-25,04:20:01,Stormy,Highway,3,10,15.688324,85.341804
Bhilai,Chhattisgarh,2024-03-14,15:12:29,Cloudy,Urban Road,5,8,24.115765,80.470591
Gurgaon,Haryana,2023-10-08,10:28:04,Clear,Highway,4,7,29.405352,69.555422
Jabalpur,Madhya Pradesh,2024-04-02,12:18:30,Clear,Urban Road,3,9,11.530005,88.536948
Guwahati,Assam,2024-12-20,19:24:09,Foggy,Rural Road,4,7,14.114111,81.637963
Palakkad,Kerala,2022-09-05,12:54:45,Cloudy,Rural Road,1,6,35.899589,76.099034
Ludhiana,Punjab,2021-09-23,22:56:13,Stormy,Highway,3,10,21.246629,94.151221
Hyderabad,Telangana,2024-05-22,17:39:05,Rainy,Highway,3,9,18.173954,95.196439
Bhubaneswar,Odisha,2024-02-07,18:16:25,Clear,Highway,1,0,29.324029,70.536001
Dimapur,Nagaland,2022-11-11,17:29:47,Clear,Urban Road,4,0,15.327944,90.691879
New Delhi,Delhi,2022-06-17,09:13:09,Foggy,Highway,1,3,15.152686,74.663615
Bhilai,Chhattisgarh,2023-08-04,23:29:52,Rainy,Rural Road,4,8,26.109334,71.936613
Shillong,Meghalaya,2021-03-16,17:24:46,Clear,Rural Road,4,8,21.529534,82.750446
Mysuru,Karnataka,2023-03-31,19:16:38,Foggy,Urban Road,1,3,20.508731,90.268691
Udaipur,Rajasthan,2023-06-23,08:13:01,Stormy,Highway,4,4,34.081988,72.446633
Dehradun,Uttarakhand,2024-10-12,20:29:47,Stormy,Highway,1,3,23.901063,73.554866
Dimapur,Nagaland,2023-11-16,21:43:54,Clear,Urban Road,1,1,9.452929,94.580012
Darjeeling,West Bengal,2021-12-30,11:15:49,Stormy,Urban Road,3,5,14.542212,78.700326
Coimbatore,Tamil Nadu,2024-09-10,23:13:33,Stormy,Urban Road,5,0,30.088917,76.78965
Panaji,Goa,2024-08-20,05:02:47,Stormy,Urban Road,5,8,32.348586,69.804567
Jamshedpur,Jharkhand,2024-01-14,06:56:28,Cloudy,Urban Road,3,9,29.493368,72.050287
Faridabad,Haryana,2023-09-25,11:22:49,Rainy,Highway,3,7,33.681042,80.847608
Jamshedpur,Jharkhand,2022-01-21,12:49:22,Stormy,Urban Road,1,3,36.878436,85.073459
Itanagar,Arunachal Pradesh,2021-08-09,18:15:18,Stormy,Rural Road,5,10,14.573819,76.270668
Nagpur,Maharashtra,2023-05-11,05:53:36,Rainy,Urban Road,1,3,34.157331,77.285099
Aizawl,Mizoram,2021-09-20,21:12:34,Clear,Rural Road,2,3,18.578362,85.489805
Faridabad,Haryana,2024-09-22,06:22:26,Stormy,Urban Road,1,8,11.229425,83.161144
Warangal,Telangana,2024-08-28,20:01:34,Rainy,Urban Road,3,8,29.742954,86.271059
Dehradun,Uttarakhand,2021-04-07,12:01:05,Stormy,Rural Road,1,6,22.28422,70.596167
Chennai,Tamil Nadu,2023-01-04,15:02:37,Foggy,Urban Road,1,2,17.631359,81.931799
Shillong,Meghalaya,2024-06-17,09:36:23,Stormy,Highway,4,3,32.114413,87.929116
Dharamshala,Himachal Pradesh,2023-01-17,11:43:11,Cloudy,Rural Road,1,4,15.78482,76.846202
Jamshedpur,Jharkhand,2021-11-12,02:01:39,Foggy,Rural Road,5,5,8.775629,78.528867
Aizawl,Mizoram,2023-11-10,18:41:10,Stormy,Rural Road,3,2,32.712252,88.296442
Bhilai,Chhattisgarh,2024-05-16,23:48:41,Rainy,Highway,2,4,27.520402,81.388692
Jaipur,Rajasthan,2024-03-04,03:07:01,Cloudy,Highway,4,8,33.089631,70.646761
Kolkata,West Bengal,2023-05-12,22:32:04,Foggy,Highway,3,2,14.753057,71.787562
Dimapur,Nagaland,2024-12-23,23:55:43,Stormy,Urban Road,1,3,19.298434,80.288827
Agartala,Tripura,2025-02-06,22:23:38,Cloudy,Urban Road,2,10,15.729517,91.323689
Jamshedpur,Jharkhand,2022-07-04,10:20:47,Clear,Rural Road,4,3,16.654708,86.138191
Kozhikode,Kerala,2021-05-17,16:02:07,Foggy,Urban Road,4,8,26.71855,93.942748
Ludhiana,Punjab,2021-04-27,11:25:27,Stormy,Highway,1,10,25.2127,80.431033
Itanagar,Arunachal Pradesh,2024-10-16,01:40:19,Clear,Highway,1,7,22.309547,91.207727
Dharamshala,Himachal Pradesh,2024-10-11,11:03:28,Rainy,Urban Road,3,1,31.402538,85.536983
Haridwar,Uttarakhand,2024-02-07,01:41:06,Foggy,Rural Road,1,3,8.366907,90.004657
Jamshedpur,Jharkhand,2021-08-18,07:00:10,Stormy,Highway,4,1,35.423099,90.093086
Cuttack,Odisha,2024-04-30,04:50:04,Clear,Urban Road,2,5,29.17639,80.261159
Bengaluru,Karnataka,2022-05-02,21:52:30,Rainy,Urban Road,3,5,33.083056,96.180894
Ludhiana,Punjab,2023-07-08,15:53:20,Rainy,Urban Road,3,9,36.56317,79.050884
Faridabad,Haryana,2021-07-03,20:07:08,Cloudy,Rural Road,5,5,16.79545,69.945428
Ludhiana,Punjab,2023-10-08,06:29:22,Foggy,Urban Road,5,9,17.072484,90.777563
Margao,Goa,2021-10-26,15:15:30,Cloudy,Highway,1,3,15.41593,79.625391
Nagpur,Maharashtra,2021-11-21,04:17:26,Clear,Urban Road,2,3,14.199205,71.619961
Ludhiana,Punjab,2024-11-30,06:49:17,Foggy,Rural Road,2,3,18.151376,89.268192
Vijayawada,Andhra Pradesh,2023-08-04,11:49:35,Cloudy,Urban Road,5,6,11.621169,91.604917
Darjeeling,West Bengal,2021-11-28,02:42:34,Rainy,Urban Road,4,2,22.448924,78.438921
Muzaffarpur,Bihar,2022-02-09,00:36:02,Cloudy,Rural Road,2,0,25.865325,79.466615
Tawang,Arunachal Pradesh,2024-09-10,04:02:31,Rainy,Highway,4,7,35.079605,95.809112
Jabalpur,Madhya Pradesh,2024-04-23,15:55:15,Stormy,Highway,5,8,20.466791,87.063445
Bhubaneswar,Odisha,2024-03-02,23:55:38,Rainy,Highway,3,7,35.874222,83.842681
Jamshedpur,Jharkhand,2023-07-03,02:55:09,Stormy,Highway,1,3,29.267104,75.029199
Kanpur,Uttar Pradesh,2025-01-02,04:31:19,Stormy,Urban Road,1,9,28.283512,81.341272
Shimla,Himachal Pradesh,2024-10-05,16:54:07,Foggy,Urban Road,2,9,22.641262,96.678532
Jaipur,Rajasthan,2022-08-28,18:14:33,Cloudy,Highway,1,3,13.800054,76.913981
Dehradun,Uttarakhand,2021-10-31,07:09:50,Rainy,Urban Road,2,7,34.264854,96.046416
Jabalpur,Madhya Pradesh,2021-07-30,23:55:56,Cloudy,Urban Road,3,7,32.191453,71.538262
Chennai,Tamil Nadu,2024-05-15,12:12:44,Foggy,Rural Road,1,5,26.292099,75.155325
Shillong,Meghalaya,2022-10-07,13:53:13,Stormy,Highway,1,1,12.194482,72.052612
New Delhi,Delhi,2022-01-06,12:00:30,Rainy,Rural Road,4,3,24.95246,83.968652
Faridabad,Haryana,2023-08-23,03:55:04,Cloudy,Rural Road,5,10,18.991986,72.737013
Gurgaon,Haryana,2021-10-23,08:10:49,Foggy,Highway,2,3,22.886714,80.477204
Vijayawada,Andhra Pradesh,2024-11-13,09:22:02,Rainy,Highway,5,8,12.759365,82.626309
Kohima,Nagaland,2023-01-30,08:28:36,Rainy,Rural Road,3,8,8.897896,68.005523
Aizawl,Mizoram,2021-09-07,16:09:21,Stormy,Highway,4,3,32.644721,92.33458
Pune,Maharashtra,2021-09-15,07:47:08,Rainy,Rural Road,5,6,21.347025,89.433521
Bhilai,Chhattisgarh,2024-05-18,15:12:32,Clear,Highway,4,9,28.672424,71.89221
New Delhi,Delhi,2021-08-08,12:43:11,Rainy,Rural Road,5,8,31.697642,96.264391
Aizawl,Mizoram,2023-11-14,05:04:43,Cloudy,Rural Road,1,9,20.256476,69.842918
Kohima,Nagaland,2021-05-03,03:39:26,Cloudy,Highway,3,10,16.196845,70.797311
Margao,Goa,2021-06-16,15:39:28,Rainy,Urban Road,1,7,17.492403,95.632712
Aizawl,Mizoram,2022-09-14,14:40:41,Foggy,Highway,2,2,19.30428,74.327753
Ranchi,Jharkhand,2022-11-29,13:01:33,Foggy,Urban Road,1,6,26.376681,96.95273
Gurgaon,Haryana,2023-01-27,21:23:30,Cloudy,Highway,4,1,35.392396,94.649462
Cuttack,Odisha,2024-07-25,11:30:31,Rainy,Highway,1,5,13.360836,90.848219
Shillong,Meghalaya,2022-05-30,14:52:05,Rainy,Highway,2,6,21.900392,84.044426
Dimapur,Nagaland,2022-07-31,00:14:21,Stormy,Urban Road,5,1,16.822316,94.78976
Mysuru,Karnataka,2024-05-07,13:03:49,Foggy,Highway,4,7,12.878864,89.571912
Agartala,Tripura,2023-10-24,06:14:50,Clear,Highway,5,10,27.213965,86.932961
Agartala,Tripura,2024-06-05,20:19:15,Cloudy,Rural Road,1,0,32.235331,70.376634
Bhubaneswar,Odisha,2023-03-08,13:49:46,Stormy,Rural Road,5,9,28.002458,94.970192
Jamshedpur,Jharkhand,2024-04-07,11:29:38,Stormy,Highway,4,2,34.212186,69.067809
Guwahati,Assam,2023-09-07,17:40:50,Cloudy,Rural Road,5,8,13.058125,90.046511
Bengaluru,Karnataka,2022-04-12,07:45:53,Rainy,Urban Road,4,5,33.578007,88.914686
Guwahati,Assam,2022-04-15,21:44:39,Rainy,Rural Road,5,7,33.201041,91.934378
Muzaffarpur,Bihar,2023-02-22,12:14:51,Clear,Highway,2,4,23.666234,88.234164
Agartala,Tripura,2021-08-07,13:34:14,Stormy,Highway,1,1,20.776559,69.386953
Shimla,Himachal Pradesh,2024-10-27,11:15:33,Foggy,Urban Road,1,1,30.604667,78.9493
Imphal,Manipur,2025-01-20,14:43:43,Cloudy,Rural Road,4,3,28.732453,68.532513
Kohima,Nagaland,2021-04-08,10:16:13,Foggy,Rural Road,3,9,15.362242,73.424007
Hubli,Karnataka,2022-08-21,14:57:47,Foggy,Highway,1,10,32.695826,74.001535
Mumbai,Maharashtra,2021-07-26,12:20:52,Clear,Highway,5,7,15.986161,88.632873
Dharamshala,Himachal Pradesh,2022-07-28,20:41:37,Stormy,Urban Road,2,8,10.809254,87.417998
Ahmedabad,Gujarat,2021-09-03,18:49:17,Clear,Highway,5,7,23.91692,80.531251
Dibrugarh,Assam,2023-05-22,23:23:55,Stormy,Rural Road,3,1,19.769297,71.819549
Bhubaneswar,Odisha,2022-05-15,16:39:44,Clear,Highway,1,9,36.412156,86.560517
Warangal,Telangana,2022-03-28,17:51:31,Cloudy,Rural Road,2,4,8.196261,83.500863
Dibrugarh,Assam,2023-05-01,11:07:31,Cloudy,Urban Road,5,7,10.803929,96.944511
Gaya,Bihar,2025-01-03,13:49:25,Cloudy,Urban Road,3,0,32.891665,74.554498
New Delhi,Delhi,2024-05-10,20:47:57,Rainy,Highway,3,10,15.385227,69.264537
Bhilai,Chhattisgarh,2021-09-07,18:15:13,Rainy,Urban Road,2,2,9.472044,84.760431
Visakhapatnam,Andhra Pradesh,2022-11-04,08:41:37,Rainy,Urban Road,3,5,29.930432,84.895427
Pune,Maharashtra,2021-10-27,22:48:13,Cloudy,Urban Road,4,2,20.248237,93.738301
Agartala,Tripura,2024-05-16,12:24:46,Clear,Highway,5,4,16.150467,84.115108
Muzaffarpur,Bihar,2021-03-26,16:43:02,Clear,Rural Road,2,2,8.607858,68.322297
Coimbatore,Tamil Nadu,2023-08-04,05:55:11,Foggy,Highway,3,7,18.41294,75.281646
Aizawl,Mizoram,2022-06-11,11:28:13,Foggy,Urban Road,4,2,31.19744,92.327639
Aizawl,Mizoram,2024-05-08,04:33:55,Cloudy,Rural Road,4,8,27.598502,94.314501
Aizawl,Mizoram,2022-01-06,00:54:32,Foggy,Urban Road,1,1,21.017437,73.758411
Ludhiana,Punjab,2024-03-01,08:06:46,Rainy,Highway,3,8,17.677741,83.535855
Vadodara,Gujarat,2022-03-03,07:27:55,Rainy,Rural Road,5,6,27.229699,70.656547
Guwahati,Assam,2021-07-08,05:38:50,Foggy,Highway,5,7,33.283525,87.83192
Agartala,Tripura,2023-01-15,03:56:49,Foggy,Rural Road,4,8,19.51884,78.817315
Imphal,Manipur,2023-09-22,19:03:50,Rainy,Highway,4,7,10.646731,86.152052
Bengaluru,Karnataka,2021-12-16,11:45:44,Stormy,Urban Road,4,3,28.924123,76.547965
Kottayam,Kerala,2023-03-18,05:59:17,Foggy,Rural Road,3,9,27.864639,73.257588
Dharamshala,Himachal Pradesh,2022-06-29,18:24:26,Clear,Highway,5,5,33.825637,78.553348
Amritsar,Punjab,2022-01-06,19:10:22,Stormy,Urban Road,2,9,36.159601,79.467477
Margao,Goa,2022-12-09,05:05:11,Rainy,Urban Road,2,3,36.98034,89.916695
Bhopal,Madhya Pradesh,2023-06-18,09:46:01,Rainy,Highway,2,9,28.316401,72.447982
Agartala,Tripura,2023-12-09,10:07:30,Stormy,Highway,1,10,25.292128,93.553552
Shillong,Meghalaya,2024-09-21,20:28:49,Cloudy,Highway,5,3,18.37106,89.59961
Dimapur,Nagaland,2024-08-22,07:25:40,Cloudy,Highway,4,3,13.576679,86.335917
Gurgaon,Haryana,2021-10-12,08:45:35,Clear,Rural Road,4,9,24.746845,74.371446
Gaya,Bihar,2021-04-13,12:21:21,Cloudy,Highway,2,6,32.532366,89.679241
Ernakulam,Kerala,2024-04-06,04:16:07,Foggy,Highway,4,3,15.714274,93.029283
Panaji,Goa,2023-05-28,04:18:49,Foggy,Urban Road,5,7,25.455752,72.674336
Patna,Bihar,2025-01-08,08:23:59,Rainy,Urban Road,5,8,8.665233,84.656114
Kohima,Nagaland,2021-11-01,02:34:58,Foggy,Rural Road,1,4,32.13964,94.270066
Agartala,Tripura,2022-05-07,07:34:21,Rainy,Urban Road,2,6,36.928636,70.634066
Dibrugarh,Assam,2023-03-26,23:06:06,Foggy,Rural Road,3,5,19.927827,80.402815
Madurai,Tamil Nadu,2021-07-24,03:08:51,Rainy,Rural Road,5,10,12.599096,82.206469
New Delhi,Delhi,2023-08-21,14:17:53,Foggy,Highway,5,9,8.001101,87.867187
Tawang,Arunachal Pradesh,2023-03-27,23:21:05,Clear,Highway,1,10,17.003724,90.393925
Agartala,Tripura,2024-12-21,12:45:30,Rainy,Highway,1,10,18.88861,92.103558
Jabalpur,Madhya Pradesh,2023-06-20,12:23:15,Cloudy,Urban Road,3,9,14.972811,80.699343
Agartala,Tripura,2021-12-16,10:35:42,Clear,Urban Road,5,0,27.608682,94.193555
Shillong,Meghalaya,2024-04-21,19:48:52,Cloudy,Rural Road,1,9,23.857785,75.818213
Bhubaneswar,Odisha,2021-09-20,21:56:28,Rainy,Highway,5,8,17.617158,82.178103
Gaya,Bihar,2021-09-24,13:50:42,Cloudy,Urban Road,2,10,24.81301,89.13786
Jabalpur,Madhya Pradesh,2024-03-20,04:34:27,Stormy,Highway,1,3,23.261792,91.791919
Aizawl,Mizoram,2021-11-26,15:02:12,Foggy,Highway,3,8,33.071988,92.017103
Bhilai,Chhattisgarh,2021-02-26,04:53:25,Foggy,Highway,2,3,16.107733,89.331737
Aizawl,Mizoram,2022-03-16,13:29:13,Foggy,Highway,2,7,22.872735,90.414731
Gurgaon,Haryana,2023-11-20,05:59:45,Foggy,Urban Road,2,9,9.651363,73.369328
Kozhikode,Kerala,2024-09-30,00:12:51,Cloudy,Urban Road,4,3,15.505588,68.068141
Jamshedpur,Jharkhand,2022-01-22,13:36:16,Cloudy,Highway,2,0,28.559197,85.979882
Imphal,Manipur,2024-06-25,17:38:03,Stormy,Highway,1,4,34.548833,77.773387
Agartala,Tripura,2024-11-20,05:54:07,Stormy,Rural Road,5,10,8.221547,91.328664
Dimapur,Nagaland,2021-10-02,05:05:36,Stormy,Highway,5,10,25.670887,82.453793
Itanagar,Arunachal Pradesh,2021-05-28,05:37:23,Stormy,Rural Road,1,3,8.968985,71.237962
Vijayawada,Andhra Pradesh,2024-11-11,13:27:07,Clear,Urban Road,3,7,8.587983,84.441203
Mysuru,Karnataka,2024-05-04,08:26:22,Rainy,Rural Road,5,1,36.869045,85.267092
Guntur,Andhra Pradesh,2021-06-27,10:09:10,Foggy,Urban Road,4,4,30.530133,87.925836
Madurai,Tamil Nadu,2023-12-27,03:24:06,Clear,Rural Road,4,4,28.994125,95.601752
Tawang,Arunachal Pradesh,2021-04-07,12:17:33,Clear,Rural Road,2,1,32.318769,71.26062
Gurgaon,Haryana,2021-03-05,11:42:40,Cloudy,Urban Road,3,2,25.749031,79.815503
Muzaffarpur,Bihar,2024-01-05,02:03:27,Clear,Urban Road,3,0,8.29015,79.952076
Chennai,Tamil Nadu,2024-08-28,05:12:38,Stormy,Rural Road,3,3,19.152191,87.115967
Agartala,Tripura,2024-08-19,16:20:03,Rainy,Highway,1,5,19.324478,71.90306
Raipur,Chhattisgarh,2021-05-16,05:20:07,Stormy,Highway,4,7,15.008502,79.808205
Imphal,Manipur,2023-02-22,11:12:38,Cloudy,Highway,3,6,21.206882,85.567421
Dimapur,Nagaland,2024-09-01,22:03:06,Rainy,Highway,1,5,14.957516,80.548642
